name,simrank,weighted simrank
Ehud Friedgut,0.0155985006324,0.0250573659671
Muli Safra,0.0201706931914,0.0453152328676
Guy Kindler,0.0274813679625,0.0600506716932
Subhash Khot,0.0136448678065,0.0347900480144
